Rank,Game,Release,genre1,genre2,genre3,Score
1655,Call of Cthulhu,30/10/2018,Adventure,RPG,Horror,7.3
1656,Splice,20/01/2015,Puzzle,Strategy,Single-player,7.3
1657,Ronin,01/11/2016,Action,Puzzle,Platformer,7.3
1658,The Crew 2,29/06/2018,Open World,Racing,Coop,7.3
1659,Surf World Series,29/08/2017,Sports,Multiplayer,Single-player,7.3
1660,Ether One,05/05/2015,Adventure,Single-player,,7.3
1661,Lords of the Fallen,28/10/2014,Action,RPG,Single-player,7.3
1662,Mantis Burn Racing,12/10/2016,Party,Racing,Multiplayer,7.3
1663,Tokyo Twilight Ghost Hunters Daybreak: Special Gigs,20/09/2016,Adventure,RPG,Strategy,7.3
1664,Knowledge is Power: Decades,13/11/2018,Word & Trivia,Multiplayer,Single-player,7.3
1665,Effie,04/06/2019,Action,Adventure,Open World,7.3
1666,Need for Speed Payback,10/11/2017,Racing,Multiplayer,,7.3
1667,Conan Exiles,08/05/2018,Action,Adventure,Open World,7.3
1668,SWORD ART ONLINE Alicization Lycoris,14/08/2020,RPG,JRPG,Anime,7.3
1669,"Warhammer 40,000: Inquisitor - Martyr",23/08/2018,Action,Adventure,RPG,7.3
1670,Rain World,28/03/2017,Simulation,Platformer,Survival,7.3
1671,LEGO 2K Drive,19/05/2023,Racing,Coop,Local Multiplayer,7.3
1672,Rock of Ages 3: Make & Break,21/07/2020,Action,Adventure,Casual,7.3
1673,Little Witch Academia: Chamber of Time,15/05/2018,Action,RPG,Anime,7.3
1674,PGA TOUR 2K21,21/08/2020,Simulation,Sports,Local Multiplayer,7.3
1675,Lumo,24/05/2016,Adventure,Platformer,Single-player,7.3
1676,Night Trap - 25th Anniversary Edition,15/08/2017,Action,Adventure,Horror,7.3
1677,King Oddball,08/04/2014,Puzzle,Single-player,,7.3
1678,Strike Vector EX,30/08/2016,Action,Coop,Multiplayer,7.3
1679,KATANA KAMI: A Way of the Samurai Story,20/02/2020,Action,RPG,Dungeon Crawler,7.3
1680,Shadow Blade: Reload,31/05/2016,Platformer,Single-player,,7.3
1681,Laserlife,22/09/2015,Rhythm,Single-player,,7.3
1682,The Golf Club,26/08/2014,Simulation,Sports,Multiplayer,7.3
1683,Hungry Shark World,17/07/2018,Action,Arcade,Offline,7.3
1684,Thief,25/02/2014,Action,Adventure,Single-player,7.3
1685,Tachyon Project,19/01/2016,Action,Adventure,Shoot 'em up,7.3
1686,Danger Zone 2,13/07/2018,Racing,Single-player,,7.3
1687,Tiny Brains,03/12/2013,Action,Adventure,Puzzle,7.3
1688,Tricky Towers,02/08/2016,Party,Puzzle,Multiplayer,7.3
1689,Leisure Suit Larry - Wet Dreams Don't Dry,19/06/2019,Adventure,Point & Click,Single-player,7.3
1690,One Piece: World Seeker,15/03/2019,Action,Adventure,Open World,7.3
1691,ROMANCE OF THE THREE KINGDOMS XIV,28/02/2020,Strategy,Turn-based strategy,Single-player,7.3
1692,Skully,04/08/2020,Action,Adventure,Casual,7.3
1693,Assassin's Creed Chronicles: India,12/01/2016,Action,Adventure,Platformer,7.3
1694,Nobunaga's Ambition: Taishi,05/06/2018,Simulation,Single-player,,7.2
1695,Malicious Fallen,21/02/2017,Action,Single-player,,7.2
1696,Onechanbara Z2: Chaos,21/07/2015,Action,Hack and Slash,Single-player,7.2
1697,The Seven Deadly Sins: Knights of Britannia,09/02/2018,Action,Hack and Slash,Multiplayer,7.2
1698,Kromaia Ω,10/11/2015,Action,Single-player,,7.2
1699,Gunjack,13/10/2016,Action,Single-player,,7.2
1700,Skyforge,11/04/2017,MMO,MMORPG,RPG,7.2
1701,The Swindle,28/07/2015,Action,Arcade,RPG,7.2
1702,MXGP Pro,10/07/2018,Simulation,Sports,Racing,7.2
1703,Dynasty Warriors 9 Empires,15/02/2022,Action,Strategy,Beat 'em up,7.2
1704,VR Invaders - Complete Edition,18/04/2017,Action,Single-player,,7.2
1705,The Bunker,20/09/2016,Adventure,Horror,Survival,7.2
1706,Star Ocean: Integrity and Faithlessness,28/06/2016,Action,RPG,JRPG,7.2
1707,STAR WARS: Jedi Knight II: Jedi Outcast,24/09/2019,Hack and Slash,Multiplayer,Single-player,7.2
1708,Disc Jam,07/03/2017,Action,Sports,Coop,7.2
1709,Youtubers Life: OMG Edition,20/11/2018,Simulation,Strategy,Single-player,7.2
1710,No Man's Sky,09/08/2016,Action,Adventure,Open World,7.2
1711,Power Rangers: Battle For The Grid,02/04/2019,Action,Fighting,Multiplayer,7.2
1712,The Town of Light,06/06/2017,Adventure,Horror,Single-player,7.2
1713,Utawarerumono: Zan,10/09/2019,Action,Anime,Single-player,7.2
1714,Operation Warcade,11/04/2018,Action,Adventure,Simulation,7.2
1715,The Legend of Korra,21/10/2014,Action,Single-player,,7.2
1716,Danger Zone,30/05/2017,Racing,Single-player,,7.2
1717,Dissidia Final Fantasy NT,30/01/2018,Action,RPG,Fighting,7.2
1718,Sudden Strike 4,15/08/2017,Strategy,Multiplayer,Single-player,7.2
1719,Hunter's Legacy,24/01/2017,Action,Adventure,Platformer,7.2
1720,MotoGP 18,07/06/2018,Simulation,Sports,Racing,7.2
1721,Citadel: Forged with Fire,01/11/2019,MMO,RPG,Open World,7.2
1722,Arizona Sunshine,05/07/2017,Horror,Survival,Zombie,7.2
1723,Neon Chrome,31/05/2016,Action,Adventure,Shoot 'em up,7.2
1724,Livelock,30/08/2016,Shoot 'em up,Coop,Multiplayer,7.2
1725,Futuridium EP Deluxe,30/09/2014,Shoot 'em up,Single-player,,7.2
1726,99Vidas,18/07/2017,Action,Arcade,Beat 'em up,7.2
1727,Vampire: The Masquerade - Coteries of New York,25/03/2020,Adventure,RPG,Visual novel,7.2
1728,Bus Simulator,17/09/2019,Simulation,Coop,Multiplayer,7.2
1729,Breathedge,06/04/2021,Action,Adventure,RPG,7.2
1730,Trove,14/03/2017,Action,Adventure,MMO,7.2
1731,MXGP - The Official Motocross Videogame,18/11/2014,Sports,Racing,Multiplayer,7.2
1732,WWE 2K15,18/11/2014,Sports,Fighting,Multiplayer,7.2
1733,Sinner: Sacrifice for Redemption,18/10/2018,Action,Adventure,RPG,7.2
1734,Small Radios Big Televisions,08/11/2016,Puzzle,Single-player,,7.2
1735,LOUD on Planet X,19/04/2016,Action,Rhythm,Single-player,7.2
1736,Regalia: Of Men And Monarchs - Royal Edition,10/04/2018,RPG,Strategy,,7.2
1737,Legend of Kay Anniversary,28/07/2015,Action,Adventure,Platformer,7.2
1738,2Dark,10/03/2017,Adventure,Horror,Stealth,7.2
1739,Monster Energy Supercross - The Official Videogame 4,11/03/2021,Simulation,Sports,Racing,7.2
1740,Blacklight: Retribution,15/11/2013,Coop,Multiplayer,Online Co-op,7.2
1741,Bladestorm: Nightmare,14/04/2015,Strategy,Coop,Online Co-op,7.2
1742,The Last Tinker: City of Colors,19/08/2014,Action,Adventure,Single-player,7.2
1743,NASCAR Heat 3,07/09/2018,Simulation,Racing,Multiplayer,7.2
1744,Impact Winter,05/04/2018,Adventure,Simulation,Survival,7.2
1745,The Golf Club 2019 featuring the PGA TOUR,28/08/2018,Sports,Coop,Local Multiplayer,7.2
1746,The Escapists: The Walking Dead,16/02/2016,RPG,Strategy,Survival,7.2
1747,HAWKEN,08/07/2016,Action,Simulation,Coop,7.2
1748,Doki-Doki Universe,10/12/2013,Adventure,Single-player,,7.2
1749,Sparkle Unleashed,02/06/2015,Action,Puzzle,Single-player,7.2
1750,PaRappa the Rapper Remastered,04/04/2017,Party,Rhythm,Multiplayer,7.2
1751,Warhammer: Chaosbane,04/06/2019,Action,Adventure,RPG,7.2
1752,Neptunia Virtual Stars,02/03/2021,Adventure,Hack and Slash,Single-player,7.2
1753,Rack N Ruin,31/03/2015,Action,Adventure,Arcade,7.2
1754,The DioField Chronicle,22/09/2022,RPG,Strategy,Single-player,7.2
1755,Storm Boy: The Game,21/11/2018,Adventure,Single-player,,7.2
1756,Totally Reliable Delivery Service,01/04/2020,Action,Simulation,Coop,7.2
1757,Monster of the Deep: Final Fantasy XV,21/11/2017,Simulation,Single-player,,7.2
1758,Paranormal Activity: The Lost Soul,15/08/2017,Horror,Survival,Single-player,7.2
1759,Intruders: Hide and Seek,13/02/2019,Adventure,Horror,Stealth,7.2
1760,Madden NFL 21,28/08/2020,Simulation,Sports,Strategy,7.2
1761,Shiftlings,03/03/2015,Puzzle,Platformer,Coop,7.1
1762,Nova-111,25/08/2015,Adventure,Single-player,,7.1
1763,#KillAllZombies,28/10/2014,Shoot 'em up,Survival,Zombie,7.1
1764,Agatha Christie: The ABC Murders,23/02/2016,Adventure,Puzzle,Single-player,7.1
1765,Neptunia: Sisters VS Sisters,24/01/2023,Action,RPG,Hack and Slash,7.1
1766,Demon's Crystals,12/05/2017,Action,Arcade,Fighting,7.1
1767,Cel Damage HD,22/04/2014,Action,Party,Racing,7.1
1768,The Suicide of Rachel Foster,09/09/2020,Adventure,Casual,Horror,7.1
1769,WRC 6: FIA World Rally Championship,03/03/2017,Sports,Racing,Multiplayer,7.1
1770,Skylar & Plux: Adventure on Clover Island,19/05/2017,Platformer,Single-player,,7.1
1771,Raging Justice,08/05/2018,Action,Coop,Local-coop,7.1
1772,Here They Lie,13/10/2016,Action,Horror,Survival,7.1
1773,Our World Is Ended,18/04/2019,Adventure,Single-player,,7.1
1774,Murdered: Soul Suspect,03/06/2014,Action,Adventure,Single-player,7.1
1775,Gemini: Heroes Reborn,26/01/2016,Action,Adventure,Single-player,7.1
1776,NBA Live 16,29/09/2015,Sports,Multiplayer,Single-player,7.1
1777,Just Cause 4,04/12/2018,Action,Adventure,Open World,7.1
1778,GUNS UP!,19/05/2015,Action,Strategy,Single-player,7.1
1779,Grand Ages: Medieval,13/10/2015,Simulation,Strategy,Multiplayer,7.1
1780,DreamWorks Voltron VR Chronicles,26/09/2017,Action,Anime,Single-player,7.1
1781,InnerSpace,16/01/2018,Adventure,Single-player,,7.1
1782,Virginia,22/09/2016,Adventure,Single-player,,7.1
1783,This is the Police,22/03/2017,Adventure,Strategy,Single-player,7.1
1784,Edge Of Eternity,10/02/2022,RPG,JRPG,Open World,7.1
1785,FATED: The Silent Oath,28/03/2017,Adventure,Single-player,,7.1
1786,Exoprimal,14/07/2023,Action,Shooter,Coop,7.1
1787,In rays of the Light,17/03/2021,Action,Adventure,Puzzle,7.1
1788,Dick Wilde 2,19/02/2019,Action,Coop,Multiplayer,7.1
1789,Road Not Taken,05/08/2014,Adventure,Puzzle,Roguelike,7.1
1790,The Walking Dead Onslaught,29/09/2020,Action,Survival,Coop,7.1
1791,Golf With Your Friends,02/06/2020,Casual,Party,Sports,7.1
1792,Touhou Genso Rondo: Bullet Ballet,06/09/2016,Shoot 'em up,Multiplayer,Single-player,7.1
1793,Super Neptunia RPG,25/06/2019,RPG,JRPG,Single-player,7.1
1794,Radial-G: Racing Revolved,10/10/2017,Racing,Multiplayer,Single-player,7.1
1795,Wolfenstein: Youngblood,26/07/2019,Action,Adventure,Coop,7.1
1796,Tharsis,12/01/2016,Board,Puzzle,Simulation,7.1
1797,PlayStation VR Worlds,10/10/2016,Action,,,7.1
1798,Super Exploding Zoo,02/06/2015,Action,Puzzle,Single-player,7.1
1799,Cold Iron,30/01/2018,Action,Puzzle,Single-player,7.1
1800,Table Top Racing: World Tour,03/05/2016,Racing,Multiplayer,Offline,7.1
1801,Dungeons 2,24/05/2016,Simulation,Strategy,Multiplayer,7.1
1802,Black Clover: Quartet Knights,14/09/2018,Action,Anime,Coop,7.1
1803,Trivial Pursuit Live!,17/02/2015,Word & Trivia,Multiplayer,Single-player,7.1
1804,One Punch Man: A Hero Nobody Knows,28/02/2020,RPG,Fighting,Anime,7.1
1805,Monkey King: Hero Is Back,17/10/2019,Action,Adventure,RPG,7.1
1806,Sébastien Loeb Rally Evo,22/03/2016,Racing,Multiplayer,Single-player,7.1
1807,Has-Been Heroes,28/03/2017,Action,Strategy,Roguelike,7.0
1808,Maize,12/09/2017,Adventure,Single-player,,7.0
1809,NHL 21,16/10/2020,Sports,Multiplayer,Single-player,7.0
1810,Rad Rodgers,21/02/2018,Action,Platformer,Single-player,7.0
1811,8-Bit Armies,21/09/2018,Strategy,Coop,Multiplayer,7.0
1812,Dragon Fin Soup,03/11/2015,Action,RPG,Roguelike,7.0
1813,Titan Quest,20/03/2018,Action,RPG,Hack and Slash,7.0
1814,Rocket Arena,14/07/2020,Action,Multiplayer,Single-player,7.0
1815,WE ARE DOOMED,14/04/2015,Action,Single-player,,7.0
1816,Tom Clancy’s Ghost Recon Breakpoint,04/10/2019,Open World,Stealth,Coop,7.0
1817,Adventure Time: Pirates of The Enchiridion,17/07/2018,Action,Adventure,RPG,7.0
1818,Azur Lane: Crosswave,13/02/2020,Action,RPG,JRPG,7.0
1819,Flockers,23/09/2014,Puzzle,Platformer,Single-player,7.0
1820,Morphite,19/09/2017,Action,Adventure,Platformer,7.0
1821,Schrodinger's Cat and the Raiders of the Lost Quark,12/05/2015,Action,Adventure,Puzzle,7.0
1822,Shenmue 3,19/11/2019,Action,Adventure,RPG,7.0
1823,Surgeon Simulator: A&E Anniversary Edition,12/08/2014,Simulation,Single-player,,7.0
1824,NBA Live 15,28/10/2014,Sports,Multiplayer,Single-player,7.0
1825,OddBallers,26/01/2023,Action,Party,Coop,7.0
1826,Pirates: Treasure Hunters,21/06/2016,Battle arena,Multiplayer,,7.0
1827,Cyberpunk 2077,10/12/2020,Action,Adventure,RPG,7.0
1828,Farming Simulator 19,20/11/2018,Simulation,Open World,Cozy,7.0
1829,Psycho-Pass: Mandatory Happiness,13/09/2016,Visual novel,Anime,Single-player,7.0
1830,Lifeless Planet: Premier Edition,19/07/2016,Action,Adventure,Puzzle,7.0
1831,Space Channel 5 VR Kinda Funky News Flash!,25/02/2020,Rhythm,Single-player,,7.0
1832,Dangerous Golf,02/06/2016,Sports,Coop,Local-coop,7.0
1833,Mitsurugi Kamui Hikae,16/02/2016,Action,Adventure,Fighting,7.0
1834,Praey for the Gods,14/12/2021,Action,Adventure,Survival,7.0
1835,Dragon Ball: The Breakers,14/10/2022,Action,Adventure,Anime,7.0
1836,Dangerous Driving,09/04/2019,Racing,Single-player,,7.0
1837,Truck Racing Championship,20/08/2019,Simulation,Sports,Racing,7.0
1838,Terminator: Resistance,07/01/2020,Action,Adventure,RPG,7.0
1839,Monster Energy Supercross - The Official Videogame,13/02/2018,Simulation,Sports,Racing,7.0
1840,Disaster Report 4 Plus: Summer Memories,07/04/2020,Action,Adventure,Survival,7.0
1841,WRC 5: FIA World Rally Championship,13/10/2015,Sports,Racing,Multiplayer,7.0
1842,NBA 2K24,08/09/2023,Simulation,Sports,Multiplayer,6.9
1843,Akiba's Trip: Hellbound & Debriefed,20/07/2021,Action,Adventure,RPG,6.9
1844,Another World - 20th Anniversary Edition,08/07/2014,Action,Adventure,Platformer,6.9
1845,MX vs ATV Legends,28/06/2022,Arcade,Sports,Racing,6.9
1846,Adventure Time: Finn and Jake Investigations,20/10/2015,Action,Adventure,RPG,6.9
1847,Skelattack,02/06/2020,Action,Adventure,Platformer,6.9
1848,Windbound,11/09/2020,Action,Adventure,RPG,6.9
1849,The Addams Family: Mansion Mayhem,24/09/2021,Action,Adventure,Platformer,6.9
1850,FlatOut 4: Total Insanity,17/03/2017,Racing,Multiplayer,Single-player,6.9
1851,Drive!Drive!Drive!,13/12/2016,Racing,Multiplayer,Single-player,6.9
1852,Spacelords,22/09/2017,Action,Adventure,Multiplayer,6.9
1853,The Technomancer,28/06/2016,Action,RPG,Single-player,6.9
1854,Just Sing,06/09/2016,Party,Rhythm,Coop,6.9
1855,Blue Estate,24/06/2014,Shoot 'em up,Coop,Local-coop,6.9
1856,Ary and the Secret of Seasons,01/09/2020,Adventure,Casual,RPG,6.9
1857,Empire of Sin,01/12/2020,RPG,Strategy,Single-player,6.9
1858,Earthlock: Festival of Magic,27/01/2017,Adventure,RPG,Strategy,6.9
1859,Secret Ponchos,02/12/2014,Action,Shoot 'em up,Multiplayer,6.9
1860,Toren,12/05/2015,Action,Adventure,Puzzle,6.9
1861,Predator: Hunting Grounds,24/04/2020,Action,Multiplayer,Third-Person Shooter,6.9
1862,Deliver Us Mars,02/02/2023,Action,Adventure,Platformer,6.9
1863,Ninja Senki DX,23/02/2016,Action,Platformer,Single-player,6.9
1864,Little Dragons Cafe,24/08/2018,Adventure,Strategy,Single-player,6.9
1865,Contrast,15/11/2013,Puzzle,Platformer,Single-player,6.9
1866,Dynasty Warriors 9,13/02/2018,Action,Hack and Slash,Open World,6.9
1867,Stranded Deep,21/04/2020,Adventure,Survival,Single-player,6.9
1868,Angry Birds VR: Isle of Pigs,26/03/2019,Single-player,,,6.9
1869,Primal Carnage: Extinction,20/10/2015,Coop,Multiplayer,Online Co-op,6.9
1870,The Grand Tour Game,15/01/2019,Racing,Multiplayer,Single-player,6.9
1871,Hardware: Rivals,05/01/2016,Action,Simulation,Multiplayer,6.9
1872,Hunting Simulator 2,14/07/2020,Action,Simulation,Sports,6.9
1873,Lethal VR,20/12/2016,Single-player,First-Person Shooter,,6.9
1874,Obliteracers,20/07/2016,Action,Racing,Multiplayer,6.9
1875,All-Star Fruit Racing,21/08/2018,Action,Sports,Racing,6.9
1876,Super Bomberman R Online,27/05/2021,Action,Puzzle,Single-player,6.9
1877,Dear Esther: Landmark Edition,20/09/2016,Adventure,Single-player,,6.8
1878,The American Dream,14/03/2018,Adventure,Single-player,First-Person Shooter,6.8
1879,Knack,15/11/2013,Action,Platformer,Coop,6.8
1880,MXGP2 - The Official Motocross Videogame,21/06/2016,Simulation,Sports,Racing,6.8
1881,Tour de France 2014,19/06/2014,Sports,Racing,Single-player,6.8
1882,The Station,20/02/2018,Adventure,Simulation,Single-player,6.8
1883,Space Hulk: Deathwing Enhanced Edition,22/05/2018,Action,Adventure,Horror,6.8
1884,Pure Farming 2018,13/03/2018,Simulation,Single-player,,6.8
1885,The Tomorrow Children,25/10/2016,Action,Adventure,Open World,6.8
1886,BRAWL,28/04/2015,Action,Multiplayer,Single-player,6.8
1887,The Dwarves,01/12/2016,RPG,Strategy,Single-player,6.8
1888,Sword Coast Legends,19/07/2016,Action,RPG,Coop,6.8
1889,Uncanny Valley,07/02/2017,Action,Adventure,Horror,6.8
1890,Time Carnage,10/04/2018,Action,Survival,Single-player,6.8
1891,Train Sim World,24/07/2018,Simulation,Single-player,,6.8
1892,Tetris Ultimate,16/12/2014,Puzzle,Multiplayer,Single-player,6.8
1893,Daydreamer: Awakened Edition,12/07/2016,Action,Platformer,Shoot 'em up,6.8
1894,NUBLA,06/12/2016,Adventure,Puzzle,Single-player,6.8
1895,NASCAR Heat 5,10/07/2020,Simulation,Sports,Racing,6.8
1896,Carmageddon: Max Damage,08/07/2016,Action,Racing,Multiplayer,6.8
1897,Knee Deep,31/01/2017,Adventure,Single-player,,6.8
1898,Trials of the Blood Dragon,13/06/2016,Platformer,Racing,Single-player,6.8
1899,Akiba's Beat,16/05/2017,Action,RPG,JRPG,6.8
1900,Timothy vs the Aliens,27/02/2018,Action,Adventure,Open World,6.8
1901,Port Royale 4,25/09/2020,Simulation,Strategy,Single-player,6.8
1902,RICO,12/03/2019,Action,Roguelike,Coop,6.8
1903,Toy Soldiers: War Chest,11/08/2015,Action,Strategy,Coop,6.8
1904,This Is the Police 2,25/09/2018,Adventure,Strategy,Single-player,6.8
1905,Blacksad: Under the Skin,10/12/2019,Adventure,Point & Click,Single-player,6.8
1906,Metal Gear Survive,20/02/2018,Action,Adventure,Strategy,6.8
1907,Color Guardians,12/05/2015,Action,Single-player,,6.8
1908,Bard's Gold,17/06/2016,Action,Arcade,RPG,6.8
1909,Call of Duty: Infinite Warfare Jackal Assault VR Experience,04/11/2016,Multiplayer,Single-player,First-Person Shooter,6.8
1910,Dark Rose Valkyrie,06/06/2017,RPG,Single-player,,6.8
1911,Torchlight III,13/10/2020,Action,Adventure,RPG,6.8
1912,Jupiter & Mars,22/04/2019,Action,Adventure,Puzzle,6.8
1913,Road Redemption,06/11/2018,Action,Racing,Coop,6.8
1914,Scribblenauts: Showdown,06/03/2018,Party,Multiplayer,Single-player,6.8
1915,The Inpatient,23/01/2018,Horror,Survival,Single-player,6.8
1916,Submerged,04/08/2015,Adventure,Single-player,,6.8
1917,Robinson: The Journey,08/11/2016,Adventure,Open World,Single-player,6.8
1918,Dead Island Retro Revenge,01/08/2016,Action,RPG,Horror,6.8
1919,Harmonix Music VR,10/10/2016,Rhythm,Single-player,,6.7
1920,Goat Simulator,11/08/2015,Simulation,Open World,Coop,6.7
1921,NHL 15,09/09/2014,Sports,Multiplayer,Single-player,6.7
1922,Ice Age Scrat's Nutty Adventure!,18/10/2019,Action,Adventure,Platformer,6.7
1923,Sniper: Ghost Warrior 3,25/04/2017,Military Shooter,Open World,Multiplayer,6.7
1924,Risen 3: Titan Lords - Enhanced Edition,21/08/2015,Action,RPG,Open World,6.7
1925,Perception,07/06/2017,Adventure,Horror,Survival,6.7
1926,Monster Energy Supercross - The Official Videogame 6,09/03/2023,Simulation,Sports,Racing,6.7
1927,Hell Warders,21/02/2019,Action,RPG,Coop,6.7
1928,Uno,16/08/2016,Card,Single-player,,6.7
1929,King's Bounty II,24/08/2021,Adventure,RPG,Strategy,6.7
1930,Smashbox Arena,25/07/2017,Action,Multiplayer,Single-player,6.7
1931,Exile's End,25/10/2016,Action,Adventure,Metroidvania,6.7
1932,Werewolf: The Apocalypse – Earthblood,04/02/2021,Action,Adventure,RPG,6.7
1933,Hood: Outlaws & Legends,10/05/2021,Action,Adventure,RPG,6.7
1934,DOGOS,06/09/2016,Shoot 'em up,Single-player,,6.7
1935,Rust Console Edition,21/05/2021,Action,Adventure,RPG,6.7
1936,Aqua Moto Racing Utopia,29/11/2016,Sports,Racing,Multiplayer,6.7
1937,Assassin's Creed Chronicles: Russia,09/02/2016,Action,Adventure,Platformer,6.7
1938,Feist,13/12/2016,Action,Adventure,Platformer,6.7
1939,Brawlout,21/08/2018,Fighting,Esports,Multiplayer,6.7
1940,Verdun,30/08/2016,Military Shooter,Coop,Multiplayer,6.7
1941,The Coma: Recut,19/09/2017,Action,Adventure,Horror,6.7
1942,Rogue Stormers,04/10/2016,Action,RPG,Platformer,6.7
1943,Filthy Lucre,16/09/2016,Action,Strategy,Coop,6.7
1944,King of Seas,25/05/2021,Action,Adventure,RPG,6.7
1945,Tower of Guns,07/04/2015,Roguelike,Single-player,First-Person Shooter,6.7
1946,Krinkle Krusher,07/04/2015,Strategy,Single-player,,6.7
1947,Fade to Silence,30/04/2019,Action,Adventure,RPG,6.7
1948,Planet of the Apes: Last Frontier,21/11/2017,Adventure,Single-player,,6.7
1949,Sports Bar VR,18/10/2016,Simulation,Sports,Multiplayer,6.6
1950,MXGP 2020 - The Official Motocross Videogame,16/12/2020,Simulation,Sports,Racing,6.6
1951,OVERPASS,17/03/2020,Simulation,Racing,Local Multiplayer,6.6
1952,Daylight,29/04/2014,Horror,Survival,Zombie,6.6
1953,Project CARS 3,28/08/2020,Action,Arcade,Simulation,6.6
1954,Deadcore,14/07/2017,Action,Single-player,First-Person Shooter,6.6
1955,Those Who Remain,28/05/2020,Action,Adventure,Horror,6.6
1956,The Solus Project,18/09/2017,Adventure,Single-player,,6.6
1957,Daymare: 1998,28/04/2020,Action,Adventure,Horror,6.6
1958,Gas Guzzlers Extreme,26/11/2019,Action,Sports,Racing,6.6
1959,Kholat,08/03/2016,Horror,Survival,Single-player,6.6
1960,Q*Bert Rebooted,17/02/2015,Action,Single-player,,6.6
1961,Carnival Games VR,28/10/2016,Party,Multiplayer,Single-player,6.6
1962,Xenon Racer,26/03/2019,Action,Sports,Racing,6.6
1963,Desert Child,11/12/2018,Action,RPG,Simulation,6.6
1964,Black Desert - Standard Edition,22/08/2019,Action,MMO,MMORPG,6.6
